Id,Predicted
7195,0.077479
15752,0.096195
1231,0.043201
8976,0.971644
14903,0.063226
4115,0.969067
10011,0.054471
10273,0.972857
897,0.135262
16728,0.897528
6112,0.965689
6498,0.058060
4314,0.059350
1875,0.966398
2779,0.038576
2293,0.974909
11718,0.936987
15108,0.972445
1289,0.099213
2602,0.110904
5334,0.078649
10055,0.129925
3988,0.050472
5350,0.964191
9260,0.949832
7697,0.957834
7800,0.203272
4540,0.967614
10074,0.918304
11000,0.983819
3403,0.043477
4923,0.960684
4433,0.983547
13937,0.083195
2358,0.081350
735,0.967850
6604,0.161462
15091,0.211431
11092,0.956169
7690,0.093101
16811,0.080577
16693,0.073429
5730,0.968217
15593,0.044421
11834,0.060771
1977,0.972646
5815,0.980447
4755,0.037458
11633,0.974603
17539,0.063544
14100,0.094977
10350,0.971842
10890,0.114978
5361,0.858890
97,0.129127
4876,0.949293
14173,0.972504
2538,0.962132
1525,0.080871
10946,0.036907
16528,0.094060
1565,0.046593
14604,0.036341
3293,0.037458
16203,0.071854
6203,0.961182
5120,0.651695
10812,0.052721
17136,0.980060
16751,0.036644
4143,0.054942
16874,0.973203
2904,0.974578
14832,0.053594
7748,0.881064
16275,0.099108
7281,0.053947
9428,0.101589
11102,0.917912
9393,0.879237
1421,0.324537
840,0.080143
5893,0.128120
536,0.044048
12247,0.074486
613,0.070954
14855,0.040963
7239,0.874792
15281,0.974308
9111,0.060933
2707,0.050145
3706,0.091122
5600,0.055550
834,0.977778
4461,0.283592
6959,0.932829
14301,0.044595
3821,0.045865
13766,0.073460
111,0.306669
6601,0.962086
15234,0.974320
15645,0.959216
3910,0.059761
14432,0.067483
3162,0.058182
10039,0.986975
17542,0.043926
6602,0.076795
5393,0.165036
12740,0.210472
10214,0.272990
3587,0.976961
9753,0.487593
6986,0.059515
16258,0.061884
5450,0.103542
10403,0.970328
12667,0.064956
2255,0.052721
16237,0.957676
4975,0.970744
5233,0.890987
11246,0.981865
7506,0.974502
2411,0.963745
4299,0.096022
7822,0.964301
1109,0.056817
17690,0.983482
9038,0.966606
4271,0.152245
8942,0.041822
11222,0.038576
454,0.970976
17045,0.946848
17512,0.059032
13096,0.067166
12024,0.066096
12567,0.904277
12998,0.173838
16927,0.848119
13084,0.956995
12699,0.956877
3455,0.972503
8548,0.052637
4688,0.138653
7996,0.080871
8521,0.045826
15774,0.062950
3905,0.036644
2279,0.038499
9950,0.038208
6351,0.096523
16456,0.039997
15640,0.089199
11675,0.498493
5431,0.057342
9573,0.079594
17109,0.053070
309,0.068952
10805,0.974560
6672,0.978623
583,0.963190
940,0.074002
5829,0.052970
5386,0.049165
10596,0.064687
9322,0.063455
12278,0.987677
9381,0.116696
7341,0.944836
8855,0.072703
2188,0.062765
11049,0.177743
9792,0.101515
13586,0.971267
12036,0.048217
9914,0.975102
6216,0.060594
11449,0.970328
17179,0.059620
8449,0.882401
4506,0.963346
2786,0.961518
9729,0.977495
13258,0.977669
10200,0.061613
5410,0.925884
21,0.319201
10485,0.061772
1261,0.843443
5442,0.974346
10866,0.074338
341,0.118199
6463,0.966673
1157,0.964642
15893,0.971622
4751,0.080871
2572,0.076730
12074,0.068321
8001,0.967600
2625,0.966428
10173,0.136805
15943,0.220433
16051,0.963052
14106,0.957039
865,0.046433
9979,0.039729
11755,0.911178
8279,0.982141
17870,0.058065
10231,0.060187
16680,0.944031
4481,0.040254
16489,0.049590
2757,0.964057
13204,0.041254
8267,0.905045
15761,0.094393
8955,0.978733
7759,0.077119
5584,0.051518
17814,0.929629
5984,0.970959
12938,0.972257
2210,0.125221
14229,0.977992
6213,0.964780
11123,0.064962
2034,0.041580
14960,0.975018
14210,0.036397
2758,0.045636
8716,0.821241
283,0.367402
6931,0.055503
15769,0.980845
7292,0.051623
16538,0.046855
5059,0.055987
16851,0.061990
455,0.040614
4969,0.055897
7505,0.083315
418,0.873020
12661,0.067967
12113,0.046834
1550,0.118593
13416,0.959056
10384,0.973436
11145,0.124419
17613,0.969812
1544,0.119573
6838,0.036644
2629,0.964094
10352,0.035626
6741,0.906623
16436,0.966972
11871,0.063415
4345,0.043046
10815,0.976556
14523,0.036644
4220,0.120560
12009,0.944975
16773,0.037107
10884,0.953508
14499,0.965853
17625,0.057284
7521,0.066792
8516,0.077509
13051,0.115589
15759,0.975034
13856,0.191618
9410,0.956706
16676,0.107166
3734,0.977042
15894,0.069882
7491,0.966290
2361,0.083912
2638,0.048399
6161,0.964443
1498,0.958604
6839,0.059620
17642,0.055673
12640,0.978282
2864,0.304235
16744,0.043653
10176,0.039225
6251,0.211554
11682,0.037664
1334,0.920530
2464,0.114341
2653,0.043168
1573,0.964201
15573,0.063169
17079,0.061489
16864,0.319452
1970,0.967074
7700,0.061320
13520,0.048217
10981,0.050145
4023,0.058065
13529,0.945700
6093,0.040981
3557,0.045311
2340,0.039996
17469,0.577336
12944,0.041138
3236,0.216626
9590,0.064956
17347,0.978041
10020,0.867417
6944,0.042116
3839,0.824108
13864,0.038499
5352,0.965067
4251,0.053884
8709,0.037175
11256,0.972171
17604,0.057361
14758,0.965502
6676,0.124740
3929,0.229649
9836,0.074705
12967,0.048540
16384,0.942775
6108,0.975841
9635,0.057692
13046,0.036644
13382,0.084822
7606,0.973784
8774,0.086651
4223,0.059620
11486,0.148023
12122,0.971478
13444,0.038944
4389,0.075885
11832,0.900500
13674,0.068466
17105,0.044595
6208,0.065891
4789,0.933839
16620,0.269144
4438,0.966845
5036,0.964938
8386,0.857425
10249,0.969423
7120,0.955105
6001,0.104295
1412,0.966620
3160,0.964666
8768,0.052633
1680,0.041033
6885,0.045612
2991,0.042098
14931,0.956736
4955,0.042528
7616,0.078127
11845,0.103457
16948,0.055888
1355,0.894294
15074,0.298805
2187,0.094623
14646,0.961737
13220,0.981040
201,0.057200
1071,0.051233
14778,0.042057
11169,0.959125
13054,0.863290
5940,0.078084
9675,0.947981
9479,0.974368
14938,0.256512
3119,0.043092
6701,0.872688
11929,0.964278
5476,0.969967
402,0.083589
1413,0.981342
13990,0.214106
5953,0.039639
8320,0.968274
17831,0.092683
5975,0.219463
13632,0.040981
4961,0.082440
4613,0.970123
14334,0.067387
13358,0.826895
15154,0.974501
5397,0.937694
17226,0.068080
16307,0.100410
6458,0.979077
13678,0.070830
3604,0.066345
14851,0.976763
6084,0.952522
383,0.865381
4831,0.071532
4892,0.078264
6431,0.078889
15868,0.067417
6034,0.964365
14626,0.090016
1499,0.951128
3187,0.967850
874,0.073378
10744,0.948728
15053,0.974557
11442,0.042344
15451,0.050650
17510,0.053966
14845,0.912095
3895,0.961322
4154,0.058610
16115,0.085504
4649,0.960374
13509,0.957216
6196,0.968647
7583,0.962323
456,0.970875
7425,0.975917
3340,0.971445
2616,0.069948
7661,0.052362
4762,0.980109
5740,0.043480
2356,0.073090
14413,0.968812
12620,0.056894
185,0.063946
5751,0.971073
4794,0.979573
8113,0.967556
4519,0.058519
12449,0.160503
6649,0.040625
15585,0.166657
11574,0.901832
5909,0.065523
14530,0.047989
6450,0.051201
9978,0.102361
11331,0.981691
6861,0.918617
9202,0.973703
8458,0.964373
1,0.954729
10012,0.081784
15980,0.045524
3621,0.067408
11110,0.033828
7249,0.961280
12797,0.504727
11017,0.956430
3607,0.199719
1665,0.967028
524,0.111576
8644,0.122669
10,0.967407
12658,0.941601
7279,0.953525
13747,0.074840
16220,0.979709
7097,0.052870
7915,0.064956
5475,0.087698
4103,0.046855
9270,0.960701
5478,0.037037
5357,0.052255
1642,0.054579
4598,0.043559
4827,0.959773
13375,0.042736
3149,0.139332
17327,0.083264
13563,0.045292
15131,0.218191
16339,0.045718
12058,0.057775
9483,0.071369
2550,0.923663
2894,0.953749
13545,0.969815
8442,0.957853
11085,0.059897
8706,0.073306
11231,0.964214
14543,0.082308
17388,0.148482
1233,0.047416
10511,0.976620
14489,0.038944
5126,0.035626
9019,0.978621
15057,0.972199
11491,0.969910
6827,0.066972
10161,0.039751
7959,0.039953
12630,0.040790
16810,0.058523
192,0.970388
17069,0.138509
3880,0.708919
6305,0.063421
15951,0.058276
3665,0.063415
15964,0.070412
9550,0.966762
6857,0.130529
7531,0.085043
16447,0.053986
7772,0.052308
8019,0.962500
15303,0.971184
3155,0.038889
292,0.052762
15587,0.038208
16908,0.965464
13000,0.963410
10611,0.963146
12186,0.192814
14445,0.064684
13330,0.125062
13522,0.947640
16197,0.856125
729,0.107674
6384,0.975410
7833,0.088010
327,0.972315
4004,0.209595
944,0.059456
3171,0.123859
13872,0.038040
6589,0.041386
1863,0.914850
17516,0.063179
12351,0.965784
16487,0.087054
8710,0.951209
4645,0.058094
9497,0.122144
11010,0.977329
9500,0.143368
12462,0.066249
13122,0.177420
6854,0.978272
10554,0.164682
1520,0.045173
14671,0.959710
9894,0.137907
12634,0.978457
14807,0.044713
3958,0.082898
14051,0.080871
17359,0.077415
5091,0.051234
3373,0.963545
1821,0.064419
2837,0.045730
15413,0.069771
1686,0.072293
12508,0.122779
14839,0.969606
10760,0.116370
10679,0.056406
9276,0.965916
7516,0.127046
4835,0.038305
8867,0.080650
10564,0.958271
5711,0.969643
15992,0.964521
3442,0.971985
7635,0.966008
7589,0.161195
17790,0.974812
13384,0.981238
1477,0.079478
5217,0.043477
165,0.974724
12311,0.860834
15125,0.167755
793,0.972688
16826,0.052783
9599,0.072251
8391,0.058108
8790,0.970583
13646,0.967426
17480,0.907915
13921,0.050250
1673,0.085504
813,0.927935
17130,0.109642
4546,0.085057
12889,0.964318
9988,0.936898
9977,0.080404
4844,0.224784
7582,0.106007
14325,0.070170
3681,0.080871
15985,0.070170
853,0.967871
16302,0.122277
8092,0.040455
16838,0.134316
2495,0.960525
8573,0.160722
17597,0.851895
5842,0.981963
2309,0.135993
13138,0.668120
10803,0.035842
15560,0.932778
8177,0.066366
14111,0.053105
9164,0.982882
1266,0.934869
4652,0.044689
7001,0.040254
2767,0.956628
8155,0.831127
6051,0.064240
8556,0.103191
5663,0.139612
10297,0.080871
5868,0.058160
659,0.037410
1331,0.964649
11396,0.980192
13078,0.134149
10958,0.974168
13170,0.050979
9736,0.053105
11353,0.036644
3744,0.045882
6387,0.964907
14297,0.981933
16303,0.961807
1111,0.046263
8621,0.073816
5291,0.968409
7472,0.043511
109,0.137673
12446,0.102438
13306,0.973379
17000,0.971016
14728,0.976620
8617,0.081308
92,0.974851
10096,0.093420
3492,0.253334
5611,0.962993
16643,0.049590
2642,0.214465
14011,0.558357
8501,0.950511
4672,0.131000
1934,0.964057
8526,0.047534
17195,0.054894
13576,0.052859
7539,0.056128
16925,0.063568
13095,0.972290
1236,0.202153
987,0.050720
3014,0.968769
7222,0.104104
5221,0.081689
441,0.040232
16294,0.042116
325,0.947692
1869,0.176253
4877,0.248395
12764,0.960795
17373,0.954580
14811,0.056802
8529,0.968505
10907,0.952498
6681,0.100318
1660,0.972430
8525,0.050250
2881,0.044683
16080,0.097986
336,0.978623
3830,0.050077
3752,0.958708
5348,0.885590
14971,0.893594
14682,0.155696
12918,0.938575
2174,0.040131
5345,0.053999
10228,0.061786
5698,0.119682
13792,0.132611
718,0.043993
9892,0.059620
15449,0.083354
15163,0.973043
17462,0.968367
13387,0.971423
3498,0.933263
13556,0.053913
4388,0.833531
7692,0.041635
9052,0.212254
15414,0.863445
2346,0.948486
17411,0.094766
5884,0.117481
1800,0.045389
4615,0.064264
368,0.038305
7649,0.184072
3842,0.973918
10156,0.044009
3491,0.974033
15977,0.962805
10917,0.041042
14663,0.066267
4326,0.202791
13683,0.079881
11061,0.053660
1066,0.056724
9182,0.977483
242,0.965348
13739,0.044101
1679,0.962137
2624,0.037175
10633,0.960795
10467,0.972819
16071,0.046130
1021,0.068994
13272,0.074419
15652,0.275938
13986,0.099203
5286,0.975112
13048,0.963458
12540,0.079651
1140,0.059620
2814,0.054470
14978,0.058394
7102,0.164835
3347,0.971658
10250,0.046749
11279,0.055371
12359,0.043352
8971,0.091213
4276,0.932481
12828,0.057045
1872,0.113472
9255,0.794228
12330,0.105804
3441,0.155211
4201,0.040854
1243,0.737379
13090,0.973447
3221,0.063700
7331,0.925190
9827,0.041370
2915,0.943971
16918,0.078185
3408,0.979490
2610,0.939669
9464,0.961765
15581,0.145577
10334,0.971711
10636,0.967968
4185,0.097421
6615,0.046185
4604,0.042982
4782,0.967136
2997,0.967679
4674,0.164818
2588,0.068867
13851,0.149389
15381,0.051176
10441,0.085045
10496,0.075341
8953,0.938844
864,0.131890
7563,0.071374
7467,0.096584
17,0.070848
14705,0.970875
14127,0.078258
2756,0.046135
8806,0.979716
5668,0.962338
13682,0.037664
13788,0.965587
17527,0.156331
11667,0.962348
4934,0.953518
1085,0.039098
13475,0.968774
6541,0.051655
1648,0.205867
3695,0.098116
10510,0.976620
2782,0.927282
1432,0.969539
1637,0.069495
5481,0.968763
4067,0.060820
1346,0.730341
12386,0.055350
11669,0.116720
10047,0.069877
6696,0.972218
539,0.053932
10604,0.974126
7069,0.140939
8688,0.093319
6477,0.059620
15168,0.156707
3264,0.040822
948,0.071056
16134,0.050298
8116,0.037667
17248,0.056128
4065,0.048192
16957,0.059869
3785,0.058160
422,0.970399
16952,0.044071
5958,0.053492
13217,0.970117
3622,0.040853
1353,0.066066
1182,0.128626
6062,0.063374
17317,0.118267
9900,0.972478
5619,0.065377
9207,0.037667
9904,0.967169
11027,0.067799
17518,0.959414
14120,0.170501
6552,0.968567
205,0.044421
2940,0.233715
166,0.079049
805,0.041261
4165,0.097099
3285,0.061768
7701,0.957192
15438,0.964841
4727,0.038944
5604,0.914236
13093,0.118394
12397,0.053804
1619,0.978393
8178,0.962260
4818,0.046185
13188,0.954880
7971,0.047495
14624,0.968662
10378,0.070187
17063,0.078121
5262,0.039376
480,0.036644
8035,0.050980
14698,0.046805
12659,0.072160
17336,0.974705
4626,0.974324
9480,0.974150
396,0.960764
858,0.044595
2787,0.974441
15952,0.069695
17124,0.063415
9264,0.086460
9605,0.147766
17632,0.106383
6404,0.068718
5812,0.066037
277,0.047135
10059,0.117675
122,0.899686
8874,0.938955
15734,0.973921
6977,0.108962
6973,0.071198
16590,0.052381
7011,0.084083
13572,0.302121
15856,0.185308
244,0.071934
9561,0.929022
5436,0.038917
8237,0.046853
1469,0.045601
7460,0.967081
15134,0.975131
6140,0.087347
16986,0.971352
8614,0.911399
15871,0.061324
14373,0.087738
14757,0.079541
3056,0.606670
8558,0.963681
3234,0.090806
17376,0.126219
6333,0.089710
4858,0.061293
8475,0.973959
7859,0.052870
10741,0.064956
14050,0.984106
2945,0.200114
6782,0.052372
15387,0.040269
5915,0.152850
14651,0.966396
2713,0.977394
1058,0.933777
3151,0.972905
9591,0.056910
9572,0.063628
4137,0.173471
16681,0.043956
14693,0.962683
2386,0.043200
2836,0.051652
6401,0.969333
4608,0.969167
5205,0.970153
8772,0.059531
13433,0.060528
15280,0.969616
14729,0.133286
5835,0.117657
9090,0.060933
5532,0.086890
11023,0.973096
5757,0.044094
12614,0.914651
8196,0.833753
14802,0.926475
209,0.058501
12817,0.040963
2135,0.065771
3602,0.136676
10799,0.102609
16505,0.975309
2399,0.961252
14183,0.043629
11054,0.119708
15833,0.064778
13124,0.067764
4736,0.049583
5858,0.040296
6054,0.076514
220,0.975828
5197,0.055888
9358,0.044094
2856,0.036644
9366,0.965048
4544,0.155336
10464,0.119222
12665,0.977349
3425,0.100997
7906,0.045493
8809,0.061466
2555,0.057284
13178,0.055248
10800,0.057574
473,0.960271
12052,0.963042
15347,0.139983
13469,0.148037
2372,0.062356
5713,0.038889
8703,0.972766
6317,0.966236
4017,0.807552
2764,0.062086
16942,0.219412
3588,0.096694
14238,0.971133
9745,0.969935
3287,0.065842
10623,0.068718
8407,0.038312
5029,0.047826
16102,0.820389
15818,0.973305
14841,0.148649
12422,0.174115
14764,0.916647
14653,0.194181
7962,0.041013
13121,0.177420
11315,0.081764
1383,0.935866
6267,0.108490
8228,0.171481
8668,0.058501
17074,0.968213
3634,0.043477
16675,0.973177
9507,0.074419
16530,0.084305
6188,0.961852
8633,0.968046
7548,0.058361
11286,0.958617
13344,0.974295
10694,0.080871
14946,0.404552
1713,0.042720
7448,0.092929
8993,0.968078
4914,0.086453
15261,0.974320
8631,0.094064
7549,0.973405
7061,0.980011
3393,0.941160
5131,0.040254
6493,0.039573
16277,0.966915
12612,0.055637
7854,0.064240
6058,0.113154
4363,0.036387
14519,0.970816
5232,0.075003
4305,0.889983
7199,0.174749
1786,0.967834
10111,0.114910
12263,0.046444
14496,0.936275
7317,0.149354
8687,0.949254
6691,0.139282
4250,0.925589
6381,0.049590
11806,0.974343
16686,0.971119
14209,0.211263
11801,0.073944
4949,0.930455
1494,0.250059
286,0.069363
10594,0.055626
2001,0.162626
14674,0.085076
14286,0.109444
10988,0.038229
15570,0.092457
2447,0.139134
12017,0.926046
1683,0.337398
13786,0.975939
1815,0.045600
12328,0.962469
10552,0.127106
17785,0.971583
5106,0.061768
48,0.758570
14321,0.277404
14142,0.077014
11124,0.957044
14346,0.085546
6540,0.171291
7145,0.064956
9247,0.042067
7202,0.057838
2423,0.086841
9324,0.160354
1534,0.971982
8200,0.078527
7728,0.038095
8689,0.119643
133,0.044952
17384,0.055936
2884,0.073070
11184,0.082472
14473,0.077339
9163,0.101055
